Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Target,Type,Failure Type
0.30434782608695343,0.3580246913580325,0.25396825396825395,0.19999999999999968,0.0,0,1.0,0.0
0.3152173913043441,0.3703703703703738,-0.5026455026455027,0.4592592592592589,0.011857707509881422,0,0.0,0.0
0.30434782608695343,0.3456790123456841,-0.026455026455026454,0.6888888888888887,0.01976284584980237,0,0.0,0.0
0.3152173913043441,0.3580246913580325,-0.37037037037037035,-0.04444444444444455,0.02766798418972332,0,0.0,0.0
0.3152173913043441,0.3703703703703738,-0.5026455026455027,-0.007407407407407513,0.035573122529644265,0,0.0,0.0
0.30434782608695343,0.3580246913580325,-0.4126984126984127,0.1333333333333331,0.043478260869565216,0,1.0,0.0
0.30434782608695343,0.3580246913580325,0.291005291005291,0.17037037037037017,0.05533596837944664,0,0.0,0.0
0.30434782608695343,0.3580246913580325,0.12698412698412698,0.007407407407407513,0.06324110671936758,0,0.0,0.0
0.3260869565217348,0.3703703703703738,0.8677248677248677,-0.8518518518518519,0.07114624505928853,0,1.0,0.0
0.3478260869565162,0.4074074074074119,1.2592592592592593,-0.8962962962962964,0.08300395256916995,0,1.0,0.0
0.3369565217391255,0.3950617283950635,1.4761904761904763,-1.2000000000000002,0.09486166007905138,0,2.0,0.0
0.35869565217391397,0.4197530864197603,-0.42328042328042326,0.3111111111111108,0.11462450592885375,0,2.0,0.0
0.35869565217391397,0.4197530864197603,-0.8677248677248677,0.8148148148148148,0.13438735177865613,0,1.0,0.0
0.35869565217391397,0.4320987654321016,1.2645502645502646,-0.7481481481481482,0.14624505928853754,0,1.0,0.0
0.35869565217391397,0.4320987654321016,2.814814814814815,-1.5185185185185186,0.15810276679841895,0,0.0,0.0
0.35869565217391397,0.4320987654321016,0.20634920634920634,0.6148148148148146,0.1660079051383399,0,0.0,0.0
0.35869565217391397,0.4320987654321016,-1.0158730158730158,0.48148148148148145,0.17391304347826086,0,1.0,0.0
0.36956521739129755,0.4320987654321016,-0.49206349206349204,0.4074074074074074,0.18577075098814227,0,1.0,0.0
